202143,22.03506951797753,24.48006779298639,35.61465779742541
202144,26.477624226191494,25.067383706223463,35.17025098354148
202145,23.106276795785046,25.033178773941977,32.792226261131646
202146,25.243907944059057,25.078067397718318,29.056790015371504
202147,24.325557537668047,25.554434133272036,26.542802969891913
202148,30.67621624387449,25.83693924857146,23.509164953797683
202149,23.4240947539259,24.60594539738457,21.10658536828045
202150,24.473488068361874,24.486490458859983,19.17911327636562
202151,23.605848530091777,23.734985252738362,17.08360085134388
202152,24.370314062195103,22.709944955966776,15.323049068244499
